Generated from SteeringPlates.iob -- V1 = 5V V3 = -10V
Final Y pos (mm), Final Z pos (mm)
16.373509622594,23.469581931724
15.330305609975,24.040901711033
16.335078523737,23.559882069043
15.915520353267,23.392029897356
16.114682592697,23.281989547797
15.203325247354,23.640399675881
15.711518031928,23.54008615198
15.649587880135,23.3350184612
14.698434949697,23.257860135358
16.057896376825,24.185269798896
14.669278847828,23.727120854447
15.375416687385,23.641801453416
16.371342520036,23.751247174873
14.549597286833,23.307266795404
14.90687656995,23.679773070205
16.178871141908,24.196187377581
14.538415708471,23.313503617995
15.629869318864,23.284388194952
15.513106779734,23.818763793055
14.562621899543,23.545503711978
