Generated from SteeringPlates.iob -- V1 = -5V V3 = -10V
Final Y pos (mm), Final Z pos (mm)
14.491229224519,16.331758908624
15.547425835632,16.882475704223
14.711800923448,15.585398893703
15.941051586644,16.738434391552
16.287283471218,16.254807702209
15.193102492848,15.515042027326
15.294495011058,15.755478909416
14.721846372877,16.676948951006
14.448828110517,16.575333037391
15.238556249111,16.471575765195
15.276569738067,15.311942695949
14.899565711353,16.836834721606
14.818861448625,16.221463559505
15.683298012399,16.176705955347
14.956996335371,16.917728231727
15.743616401821,16.398125244465
14.491688151096,16.059153773964
16.229250254078,15.909791971648
15.771098590426,15.841638311328
15.148414582953,16.628842029192
