Generated from SteeringPlates.iob -- V1 = 10V V3 = 0V
Final Y pos (mm), Final Z pos (mm)
19.976133436476,26.991610833893
19.706311242131,26.967504009209
18.953898092508,27.783469000741
20.823727926791,27.612614229829
20.742310793871,27.519138820382
19.307248273769,27.935735902537
20.153374801337,27.764204637448
20.229199905845,26.907465982996
19.759560560897,27.367150680543
20.24604530195,27.16798826816
19.545870657634,27.816837520574
19.618039270468,28.129972610599
19.836409182191,27.119054799737
20.726795555187,27.711083645825
20.361243525546,27.553815531108
19.755962889717,27.596681814802
19.394945061565,28.181512174236
18.969907870737,27.213214213682
20.080167937744,27.677731648329
20.743330311958,27.352052060932
