Generated from SteeringPlates.iob -- V1 = 5V V3 = 0V
Final Y pos (mm), Final Z pos (mm)
20.255353870743,24.591828576067
19.300425625948,24.526189500585
19.405606858858,23.631786673334
19.300809127776,24.292162464885
20.226723157916,23.68206185296
19.307185222765,24.340182337747
20.155042631662,24.59898777595
20.627904372753,23.823809683428
20.946704935288,24.240497824178
19.515006963365,23.692967873474
20.479001437457,23.938509866528
20.363128513579,23.542960941565
19.893992190503,24.218236280121
20.840673982249,23.902110946884
20.040014432956,24.133108343716
19.006291991731,24.065856163334
20.942555248663,23.69704138685
19.949371980686,24.501688422807
19.82565519425,24.541808659176
20.844805078832,23.989295646131
