Generated from SteeringPlates.iob -- V1 = -10V V3 = -10V
Final Y pos (mm), Final Z pos (mm)
15.896422591164,12.199890516265
15.385227275204,11.083874280474
14.644477446928,12.30579105127
15.496291974436,12.253409430463
14.439947502554,12.113644837142
14.385145119582,12.484194878291
15.696111802155,12.705560192839
15.843195122859,12.372819198395
14.801800498847,11.483307882374
15.347805552964,11.323264422148
15.38289635668,12.969068145946
15.182933799363,12.951929609656
15.549308618439,12.929169888679
15.850391931127,12.435827140329
15.965888831219,11.936814212706
14.836711839808,12.67624380578
15.618588417038,11.174570044844
15.218954596988,12.651958595764
14.482598030096,12.604130758238
15.440059414064,11.295245952797
