Generated from SteeringPlates.iob -- V1 = 10V V3 = -20V
Final Y pos (mm), Final Z pos (mm)
12.448912535499,26.886209645035
12.491465352691,26.961210521557
10.296531799547,26.698978363069
11.469931272975,26.452866668034
11.789793300858,26.724034218493
11.913627184957,26.629450502517
11.179206788779,26.731621829011
11.415689817661,27.185511407502
11.364543477366,27.17003178212
12.291129049997,26.864147013806
10.96575598483,26.685009937389
12.597291644986,26.856533894638
10.83136139523,27.109431002747
10.41698719542,26.985328730794
12.050085440723,27.261515885968
10.985581390861,26.692807312532
11.824715370115,26.907284460637
10.434769085103,26.533549627509
11.880969356824,26.682377447775
11.835942496167,26.524334426087
