Generated from SteeringSweep.iob -- V1 = 0V V3 = 15V
Initial Y pos (mm),Initial Z pos (mm),Final Y pos (mm), Final Z pos (mm)
20.524948881497,20.234168523209,25.91786167828,18.579393966473
19.661519211402,19.15082247383,25.332607862158,17.069638996855
20.059297463912,20.133335367901,25.609411087336,18.436638891941
19.727134006775,19.85616626484,25.391414589779,18.050389521684
20.662465285195,19.889065218055,26.005089824684,18.11571633355
20.596301156652,20.343424787133,25.966188651425,18.727701038739
19.405041657765,20.583300271615,25.184727209734,19.057409115252
20.335856196783,20.113925595874,25.789485961239,18.414002949926
20.289651173437,19.848902859584,25.754059534912,18.05283184592
20.063386944182,20.28885769219,25.612659900876,18.649622336224
19.87362285226,19.833887752922,25.48472373439,18.022636762617
19.544022949919,20.60106204413,25.273874113572,19.080835670556
20.561510055849,20.461714529862,25.941837999388,18.887359040698
19.873195593127,20.114108706931,25.489147126705,18.407952433491
19.530777916807,19.165898617512,25.25020885054,17.084838533802
20.694143498032,19.54225287637,26.018130621275,17.648236709008
19.499221778008,20.724784081545,25.242898756784,19.252718427479
20.957274086734,19.937894833216,26.206078128278,18.187963765326
20.745658742027,19.720664082766,26.05750536602,17.890989513024
19.658345286416,19.083925901059,25.32745668518,16.976552867827
