Generated from SteeringSweep.iob -- V1 = 5V V3 = 10V
Initial Y pos (mm),Initial Z pos (mm),Final Y pos (mm), Final Z pos (mm)
20.514755699332,19.517044587542,23.369731643697,21.921986581312
20.83751945555,20.205359050264,23.642729782011,22.698678912967
20.179296243171,20.828730124821,23.060552006927,23.429770358893
19.755882442701,19.581438642537,22.713389431015,22.00008615096
19.583208716086,20.243202002014,22.56228297731,22.764387786423
19.965788750877,19.59578234199,22.893826482667,22.016236357231
19.596636860256,20.069002349925,22.575089126629,22.562424220782
20.784844508194,20.565965758232,23.589630415681,23.111278221391
19.72627948851,19.863124485,22.687369666796,22.32439009801
20.312051759392,20.87829218421,23.172474980305,23.482594369617
20.967284157842,19.757957701346,23.764097700111,22.19028397271
19.94991912595,19.46998504593,22.879782585954,21.871895339553
20.257911923582,19.9423505356,23.143176043144,22.409371420841
19.466078676717,19.998626667074,22.464053441361,22.482160188995
19.584856715598,20.789361247597,22.556604233814,23.399759748491
19.742271187475,20.816156498917,22.689310363568,23.427315264443
19.90096743675,20.414044618061,22.831210520893,22.957955998311
20.512314218574,19.483901486251,23.367635778617,21.884283789507
19.233893856624,19.597674489578,22.267638548221,22.018658945854
19.839686269723,19.589434492019,22.785371162872,22.009252303686
