Generated from SteeringSweep.iob -- V1 = 10V V3 = 10V
Initial Y pos (mm),Initial Z pos (mm),Final Y pos (mm), Final Z pos (mm)
20.358989226966,19.158635212256,23.217932405259,25.569905268302
19.666768395032,20.623218482009,22.541882421966,27.131438032185
19.70528275399,19.424329355754,22.597655137016,25.85990387284
19.912930692465,20.883785515915,22.756581943508,27.402337698717
19.539567247536,19.233344523453,22.442517416554,25.660695698997
19.069460127567,20.104586931974,22.008340994231,26.589583767662
20.481307412946,20.568529313028,23.289808351058,27.035082769886
20.665578173162,20.265724662008,23.475176892105,26.705910944876
19.887966551714,20.463362529374,22.748121353954,26.95298264408
19.281197546312,19.585100863674,22.202250566459,26.033538080895
20.23178807947,19.123416852321,23.097512500204,25.537296335921
20.433271279031,20.110690633869,23.263377771432,26.554870691395
20.573290200507,20.754936368908,23.366488491169,27.22743632134
20.340556047243,19.675374614704,23.189647856481,26.105291005833
19.879787591174,19.278695028535,22.762569768756,25.705514413109
20.460310678426,19.177739799188,23.314387574852,25.586653481988
20.046174504837,19.955839716788,22.907805560132,26.409676839705
20.951048310801,19.987334818567,23.755781854214,26.403779315051
19.229682302316,20.197729422895,22.152855291742,26.685519473311
19.62086855678,19.984771263771,22.513570174036,26.450992389585
