Generated from SteeringSweep.iob -- V1 = 20V V3 = -15V
Initial Y pos (mm),Initial Z pos (mm),Final Y pos (mm), Final Z pos (mm)
19.655476546525,20.906491286966,11.661214519054,32.458672742332
20.259254737999,19.093630787072,12.234299307939,31.867864565527
20.282387768181,19.529923398541,12.319198297709,32.041441714319
20.677297280801,19.572099978637,12.895940843973,32.12126154656
19.856410412915,19.158696249275,11.645838616858,31.829573605356
20.6016113773,19.777428510392,12.812576260896,32.19346103827
20.075350199896,19.688863795892,12.038817503136,32.067501097718
20.376201666311,19.580889309366,12.462185307965,32.076187533837
19.615192114017,19.221930600909,11.291837377538,31.811249043906
20.306985686819,19.233710745567,12.319804137396,31.928716431756
19.215826899014,20.059175389874,10.824514868649,32.025955426155
20.928647724845,19.816309091464,13.27676616431,32.267920520199
20.582262642293,19.246711630604,12.723857412937,31.972850596152
19.619220557268,20.644886623737,11.54849356827,32.34351787753
20.415082247383,19.734214300974,12.538505640442,32.143630303798
19.374645222327,20.197485274819,11.091286492089,32.11144507894
19.882717368084,19.208868678854,11.69114473937,31.852529162803
20.556077761162,20.122043519395,12.795717879947,32.333627773774
19.155705435347,19.792626728111,10.683133009407,31.921799442714
20.26035340434,20.650685140538,12.468179378852,32.507358760124
