Generated from SteeringSweep.iob -- V1 = -20V V3 = 15V
Initial Y pos (mm),Initial Z pos (mm),Final Y pos (mm), Final Z pos (mm)
19.997283852657,20.297647022919,24.97616572072,2.0088449469709e-007
20.439497054964,20.681020538957,25.423420805107,1.7898634438425e-007
19.567888424329,20.236243781854,24.84877578834,1.8180517072972e-007
20.972411267434,19.846644489883,24.750741082616,2.7273280601295e-007
20.567125461592,19.18170720542,24.085003192235,4.23359825867e-007
20.039155247658,20.068025757622,24.762371287198,1.7410703455248e-009
20.165135654775,20.079073458052,24.796356474992,5.6000969201443e-007
20.275856807154,19.525040437025,24.30612571631,3.2163227119669e-007
20.29294717246,19.339976195563,24.148180365549,6.1301709531631e-008
20.454451124607,20.421308023316,25.174082024627,6.1207835878772e-008
19.358653523362,20.727164525285,25.327542525841,4.8818279179751e-007
19.200506607257,20.35410626545,24.919541835005,8.3187892149226e-008
20.336161381878,19.59987182226,24.386729365419,2.0396239598832e-007
20.564867091891,19.244270149846,24.13624407212,5.6173231850416e-007
19.954618976409,20.162572099979,24.838122756429,9.2515101504242e-008
19.76705221717,19.532792138432,24.19975496754,2.3238900593895e-007
19.70412305063,20.166478469192,24.800724270479,1.362876625362e-007
20.704763939329,19.750938444166,24.606252411279,5.3444555813513e-007
20.319864497818,19.419263283181,24.223428559413,1.6665090893574e-007
19.964079714347,20.461897640919,25.131688481952,4.0308345636973e-007
