Generated from SteeringSweep.iob -- V1 = 20V V3 = -20V
Initial Y pos (mm),Initial Z pos (mm),Final Y pos (mm), Final Z pos (mm)
20.199316385388,19.599749748222,10.205078208308,31.755838994779
20.482406079287,19.683370464187,10.650749240335,31.837796335467
20.232093264565,20.036042359691,10.334328366941,31.896059428171
19.558061464278,19.337961973937,9.1604271825061,31.550800776679
20.517807550279,19.746726889859,10.71478144931,31.865291521493
19.773094882046,19.498977629933,9.5312944764828,31.636476581159
20.815729239784,20.301736503189,11.255520232988,32.132884280373
20.893185216834,20.391338847011,11.383925349891,32.188499954563
19.816431165502,19.570635090182,9.6117857359016,31.664533981977
19.855372783593,20.451765495773,9.8554058680356,31.932115906474
20.388286996063,19.821497238075,10.53141920085,31.861866861344
20.19333475753,19.937955870235,10.256532549037,31.856159930817
20.380596331675,19.631244850002,10.487480616936,31.801111907931
20.318033387249,19.416943876461,10.358103357604,31.724950225341
20.215613269448,19.813684499649,10.267361295969,31.822763475042
19.912198248238,19.112308114872,9.6865177982603,31.560812431131
20.047822504349,20.507492294076,10.15900326309,32.005842135764
19.708090456862,20.233863338115,9.5771359682334,31.823870546857
19.675069429609,19.091555528428,9.3088082385044,31.510614062583
20.233741264077,19.795739616077,10.29176920436,31.821143657992
