Generated from SteeringSweep.iob -- V1 = 10V V3 = -15V
Initial Y pos (mm),Initial Z pos (mm),Final Y pos (mm), Final Z pos (mm)
20.381511886959,19.504287850581,12.095988684334,25.385370008911
20.349711600085,20.538254951628,12.115277476539,25.975047244271
20.699575792718,20.330362865078,12.560164277337,25.883886104368
19.205999938963,19.937955870235,10.520885967115,25.537601965769
20.676137577441,19.627460554827,12.493057416856,25.469980744095
20.155735953856,20.819635608997,11.884637729767,26.11707196317
19.703878902554,20.930539872433,11.298111223103,26.122039416824
19.091921750542,19.645039216285,10.342744257539,25.379737967076
20.085543382061,19.894802697836,11.716789056873,25.58585540583
20.271340067751,20.872981963561,12.042874318725,26.161192551273
20.172032837916,20.157078768273,11.849623852558,25.739195624303
19.972136600848,19.965300454726,11.569787391627,25.615765845766
20.423688467055,20.476302377392,12.207957030436,25.946098102173
19.85091708121,19.093569750053,11.368893291081,25.136914332161
20.844904934843,19.495864741966,12.710653920303,25.402093710107
19.799707022309,19.202215643788,11.302551619946,25.191604280161
19.797936948759,19.365794854579,11.305776813399,25.278491763266
20.303018280587,20.450910977508,12.04630144925,25.919957400242
20.483748893704,19.892361217078,12.248450066083,25.611105743421
19.335398419141,20.428022095401,10.742397584157,25.80678569682
