Generated from SteeringSweep.iob -- V1 = -10V V3 = -20V
Initial Y pos (mm),Initial Z pos (mm),Final Y pos (mm), Final Z pos (mm)
20.681936094241,20.410199285867,9.4750066660893,11.068325631374
19.932401501511,20.864741966002,8.6768575612671,11.538272661277
20.015655995361,20.936948759423,8.7577665838738,11.585087204884
19.397839289529,20.301065095981,8.1648952316063,11.17379507046
19.853480636006,20.049653614917,8.6829475864336,10.900316105025
20.328409680471,20.863521225623,9.0834490607779,11.492158530592
20.687795648061,20.230018005921,9.498523485229,10.91394142283
19.94119083224,19.726767784661,8.8206588492779,10.620350303201
19.633198034608,20.616382335887,8.3821407361672,11.381096848207
20.046296578875,19.445326090274,8.974640561101,10.362782008446
20.700125125889,20.02444532609,9.5338632458963,10.735104224761
19.452772606586,19.962797936949,8.2712465381078,10.905023865088
20.050386059145,19.925626392407,8.9006470661447,10.762994383967
19.912381359294,20.035798211615,8.7452566118594,10.878398278922
19.651936399426,19.13220618305,8.6345949800982,10.201947260936
19.840784936064,20.85961485641,8.5816060553743,11.545706640029
19.59175389874,19.364696188238,8.5228536380792,10.401899987919
20.920957060457,19.966704306162,9.7513360959367,10.647355584644
20.783196508683,19.58650471511,9.6735041069647,10.331273030872
19.838404492325,20.072542497024,8.6642284556302,10.921338670944
