Generated from SteeringSweep.iob -- V1 = 10V V3 = -5V
Initial Y pos (mm),Initial Z pos (mm),Final Y pos (mm), Final Z pos (mm)
19.481337931455,19.506729331339,15.27311288733,25.565688649852
19.648640400403,19.083620715964,15.467861563579,25.264713453008
20.121494186224,20.085726493118,16.063029812246,26.021733422416
19.747581408124,19.27723014008,15.591915018338,25.407388552374
20.606189153722,19.474379711295,16.631627012924,25.574546856872
19.849879451888,20.012665181433,15.735571809444,25.95410194509
19.544389172033,20.411297952208,15.38756831059,26.234789731427
19.856959746086,19.083254493851,15.72127677625,25.270476784461
20.608142338328,19.741599780267,16.636445001075,25.776293961031
20.259010589923,20.827448347423,16.256138210458,26.59534826608
20.138218329417,20.023834955901,16.081048649407,25.97582620526
19.314157536546,20.397259437849,15.108206849616,26.210110011365
19.898037659841,19.308725241859,15.77477375419,25.435545794336
19.848048341319,19.383678701132,15.715730469043,25.489141688319
19.912808618427,20.127414777062,15.815133878817,26.043016648574
19.447950682089,20.482772301401,15.274937576955,26.282532400619
20.720511490219,19.9877620777,16.772675829657,25.966900651625
19.224005859554,20.46244697409,15.002618097262,26.253282206858
20.72099978637,20.577684865871,16.787808988022,26.424421341209
20.449262977996,19.493179113132,16.443439602209,25.585851242803
