Generated from SteeringSweep.iob -- V1 = -5V V3 = -15V
Initial Y pos (mm),Initial Z pos (mm),Final Y pos (mm), Final Z pos (mm)
19.947355571154,20.197851496933,11.10871909101,14.833761776907
20.026825769829,20.438276314585,11.184095651911,15.025575311706
19.589861751152,19.734336375011,10.750005576985,14.486737030811
19.232245857112,19.755760368664,10.350365806725,14.538296752416
19.698812829981,20.632740256966,10.821148187419,15.202164861398
20.630848109378,19.970671712394,11.847890700017,14.595770812379
19.748435926389,20.623889889218,10.876127602314,15.192458262782
19.569719534898,20.420941801202,10.685327989146,15.039755903415
20.584887234107,19.588030640584,11.82370868147,14.26856059963
20.151341288491,20.570238349559,11.313852427246,15.127872875715
19.505752739036,19.566850795007,10.671580590676,14.358905571553
19.447035126804,20.615283669546,10.539951262892,15.201157430572
19.84041871395,19.707235938597,11.025442803283,14.439928536953
20.771050141911,19.875209814753,11.998718111727,14.502876216463
19.811609241005,20.847956785791,10.939359892134,15.369398997999
20.475753044221,20.525254066591,11.663250475837,15.076558643402
19.683858760338,20.418500320444,10.812670597763,15.030740120057
20.187475203711,20.148716696677,11.368220027202,14.776377646799
19.90096743675,20.414960173345,11.04941919456,15.014328819516
20.52476577044,19.348643452254,11.780078725069,14.066829257172
