Generated from SteeringSweep.iob -- V1 = 0V V3 = 5V
Initial Y pos (mm),Initial Z pos (mm),Final Y pos (mm), Final Z pos (mm)
20.61558885464,20.577318643757,21.02293614917,19.011893198608
20.170018616291,20.863460188604,20.634527400513,19.338187283257
19.652546769616,19.824610126041,20.185366716203,18.145886483886
19.247871333964,19.486770226142,19.836595892179,17.755896213776
19.262520218513,19.402172917875,19.84942474133,17.65801893362
20.749382000183,19.908658101138,21.136508344992,18.245481371622
20.331156346324,19.853541673025,20.773157787466,18.180343109593
20.443281350139,19.624408703879,20.869273288355,17.917327162427
20.967345194861,20.067598498489,21.327135194825,18.428592234857
20.688222907193,19.974333933531,21.083709609913,18.320496051403
20.231543931394,20.628223517563,20.688169696543,19.06925587013
20.389263588366,19.884609515671,20.823595150579,18.216250909633
20.911557359539,20.037629322184,21.278379588614,18.394011193926
19.81826227607,20.607776116214,20.328233723921,19.045795807864
20.019928586688,20.917416913358,20.503506641389,19.39954431774
20.396526993622,19.724631488998,20.829247421128,18.032571688818
20.603198339793,19.901333658864,21.009393442018,18.23641605707
19.638019959105,20.236365855892,20.172426137915,18.619295106799
19.909756767479,20.80370494705,20.407568542986,19.269912010658
20.421552171392,19.543046357616,20.850113554332,17.823356629281
