Generated from SteeringSweep.iob -- V1 = -5V V3 = -10V
Initial Y pos (mm),Initial Z pos (mm),Final Y pos (mm), Final Z pos (mm)
20.091525009919,19.1945249794,13.547629676304,13.746239148648
19.96389660329,20.201086458937,13.362356480524,14.705081173017
20.51310769982,19.528885769219,13.940533329884,14.033155752361
20.55851924192,20.440656758324,13.952399332037,14.905043425838
19.274849696341,20.149632251961,12.656809527265,14.700062022044
19.934842982269,20.724784081545,13.31835425759,15.191495936438
20.796319467757,19.623859370708,14.211209389336,14.106512629529
19.916043580432,20.010773033845,13.322128519931,14.53086061209
19.925199133274,19.248847926267,13.379234804752,13.814220292266
20.087862788781,20.108859523301,13.490140058253,14.611696811627
20.529038361766,20.528916287729,13.92139681231,14.989507305001
19.618121890927,19.473158970916,13.054414053098,14.053451014988
20.370830408643,19.796472060305,13.785531694639,14.300412046286
19.643086031678,19.294198431349,13.09369505615,13.884677660611
19.531693472091,19.953947569201,12.933646276452,14.504866661988
20.027802362133,19.620319223609,13.454977968032,14.156245680255
19.783410138249,20.049226355785,13.186825525465,14.575520414852
19.255256813257,19.821069978942,12.655552951617,14.403802480112
19.988738670003,19.639851069674,13.414931448574,14.177971815767
19.976836451308,20.836115604114,13.359233622367,15.292008818375
