Generated from SteeringSweep.iob -- V1 = -20V V3 = 5V
Initial Y pos (mm),Initial Z pos (mm),Final Y pos (mm), Final Z pos (mm)
19.929410687582,19.792199468978,20.416259861078,3.0559120790212e-007
19.346629230628,19.99594103824,20.286941202347,2.1176394724166e-007
20.886959440901,20.368572038942,20.694463371276,3.6920481313081e-007
20.446943571276,20.679982909635,20.6123178588,3.4721379454407e-007
20.632190923795,20.040314951018,20.614747782809,5.3779207851338e-007
20.777397991882,19.446607867672,20.623981395554,4.2752864068122e-008
20.503585924863,20.020477919858,20.581785089851,2.8477120357302e-007
20.760673848689,19.604022339549,20.625738647903,5.5934461438387e-007
20.072969756157,20.097750785852,20.47828403952,8.4974326006232e-008
20.928098391675,20.037018951994,20.68749613927,5.7012359177843e-009
20.942686239204,20.058687093722,20.692075184114,1.8566782749814e-007
20.620654927213,19.977202673421,20.608139926929,1.8242914276579e-007
19.462843714713,19.292123172704,20.239407512359,4.3675414836514e-007
19.089236121708,20.412091433454,20.273225168818,5.5780924489967e-007
19.593218787194,19.725302896207,20.320852895126,3.0287905319618e-007
19.930326242866,19.627582628864,20.402591410277,3.7241983392995e-007
20.249977111118,20.286355174413,20.536626972129,4.9072982445445e-008
20.328897976623,19.159550767541,20.48313153394,5.6942806561551e-008
20.553331095309,19.432203131199,20.562069716398,5.8176650290999e-007
20.462080751976,20.832941679128,20.625113748919,0.11267875484285
