Generated from SteeringSweep.iob -- V1 = -15V V3 = 20V
Initial Y pos (mm),Initial Z pos (mm),Final Y pos (mm), Final Z pos (mm)
20.126499221778,19.839014862514,28.638561153788,2.5872564309611
20.339213232826,20.478926969207,28.78950453416,3.8946668145285
20.477889339885,20.209997863704,28.743147267638,3.4199533738412
19.87655262917,19.13861507004,28.440529717375,1.0968772081561
19.015503402814,20.050508133183,28.725074077087,2.6779598410939
20.455244605853,19.271919919431,28.482937653145,1.5851871112066
20.359233375042,20.734488967559,28.837652442767,4.3948537681638
19.439954832606,19.966338084048,28.680206275488,2.6264853746623
19.25916318247,19.93710135197,28.682765814136,2.5132771694686
20.048493911557,19.863795892209,28.643871191532,2.6111490690475
19.214789269692,20.035798211615,28.705330118483,2.703697778617
20.156468398083,19.425244911039,28.524847077815,1.7719482778619
19.581194494461,19.662923062838,28.604721216046,2.0453516240519
19.459242530595,19.874416333506,28.659667807288,2.4442374503985
20.430341502121,20.717154454176,28.840933392613,4.3793147193983
19.243964964751,20.007477034822,28.697801286846,2.6538494778228
19.341380046999,20.739005706961,28.805836086877,4.162319851157
20.530686361278,19.654194769127,28.602572071391,2.3571455644895
20.431501205481,19.725424970244,28.617673771465,2.4637516586293
19.758201849422,20.540086062197,28.779853487735,3.8579547327534
