Generated from SteeringSweep.iob -- V1 = -15V V3 = 0V
Initial Y pos (mm),Initial Z pos (mm),Final Y pos (mm), Final Z pos (mm)
20.327555162206,20.114230780969,18.176315229579,4.9162992481857
19.35700552385,20.459761345256,17.644256256831,5.4765095627642
19.739524521622,19.892971587268,17.884865942189,4.6323915045017
19.183416241951,19.87130344554,17.597269798428,4.6488358556443
19.695272682882,20.864436780908,17.809106355308,6.0306628737147
19.522843104343,19.783104953154,17.780762121891,4.489022609837
20.563402203436,20.010650959807,18.299884769256,4.7566316641512
20.354045228431,19.91555528428,18.195991189285,4.6250966969741
20.513718070009,20.69829401532,18.264671158262,5.754021089755
19.726340525529,20.340983306375,17.852334530395,5.2787427551126
20.267616809595,19.610248115482,18.164399960995,4.1718991274562
20.181920834986,20.260780663472,18.096133158715,5.1330193972699
19.835657826472,19.226996673482,17.975724345737,3.6391786296953
20.220068971831,19.926114688559,18.127685652964,4.6463314934475
19.192938016907,19.916165654469,17.598379319581,4.7135259629254
20.139316995758,19.399670400098,18.111781287922,3.8668743819012
19.504226813562,19.509414960173,17.791713382476,4.0842724263664
19.610248115482,20.738822595904,17.767807438933,5.8567302351565
19.917813653981,20.984008301035,17.929539590542,6.1840883512005
20.030732139042,19.974089785455,18.029515432715,4.7264689229866
