Generated from SteeringSweep.iob -- V1 = 5V V3 = -5V
Initial Y pos (mm),Initial Z pos (mm),Final Y pos (mm), Final Z pos (mm)
19.251289407025,20.464888454848,14.996387285773,22.652114271792
20.75365459151,19.480849635304,16.683969261072,21.851204812471
19.372814111759,19.91262550737,15.124410485315,22.200855953692
19.33661915952,19.863002410962,15.081837721811,22.15962318898
19.102847376934,20.284951322977,14.821453145852,22.499678594645
19.491653187658,19.685750907926,15.257648771199,22.016409576485
20.542405468917,19.928434095279,16.448977134476,22.230674582486
20.084871974853,19.123966185492,15.933977121821,21.553484348694
19.125186925871,19.835230567339,14.837446535886,22.13355275935
20.356059450056,19.464796899319,16.238078325902,21.838088416509
19.252937406537,20.161412396619,14.991508419375,22.402180505029
20.768730735191,19.494338816492,16.700562468371,21.862716284594
19.036866359447,20.163975951415,14.742706403958,22.399000006889
19.779564806055,20.160313730277,15.592613243308,22.413474279741
19.682149723807,19.084170049135,15.476881634437,21.521796638852
20.095248268075,19.050355540635,15.946520578777,21.492287770226
20.496139408551,20.172215948973,16.399592114995,22.436891775724
20.448896755882,20.522812585833,16.351364812377,22.735377867748
19.520584734642,20.342326120792,15.302403692974,22.558282321488
19.549760429701,20.353923154393,15.336019185937,22.568722310715
