Generated from SteeringPlates.iob -- V1 = 0V V3 = 10V
Final Y pos (mm), Final Z pos (mm)
24.890409772565,20.869718447464
24.204179354795,19.541789922095
24.573792051912,20.718183740402
24.363241565035,20.272345170696
25.097593188203,18.861493027881
24.406746004458,19.652763526876
24.513639038713,19.833574930906
24.700149068163,20.191405122819
25.01225599916,20.798261072171
24.354525553049,20.616913288609
24.495138499906,20.729892863363
25.249895878612,20.642314981683
25.484091285342,19.891608915999
25.242237678707,19.998792778594
25.375445196481,20.141683536083
25.39028021964,20.279838500257
24.738041195821,19.933349129854
24.436525940567,19.060675714241
24.567565682965,21.035360522432
24.670282352356,19.724898899518
