Generated from SteeringPlates.iob -- V1 = 15V V3 = 10V
Final Y pos (mm), Final Z pos (mm)
25.264577101682,32.132385593235
25.177165098614,30.987827882308
24.080990473631,31.073253697987
23.955469404061,31.509768875554
24.993299849668,31.975102266455
25.152430231508,31.944580692385
24.157289871043,32.672452209915
24.665226857589,31.619000752334
25.536398155738,31.628930473675
23.823238445132,31.458125456871
24.005801001086,31.163898685194
24.508796381048,32.694224197661
24.225384850267,31.494336300886
25.409156973301,31.583964270606
23.837412862418,31.504681662658
24.713194140376,32.160804029272
24.810012202848,31.820106890006
25.452377768984,31.966580865633
24.688381443762,30.995420124346
25.223715364436,31.595364221925
