Generated from SteeringPlates.iob -- V1 = -5V V3 = -10V
Final Y pos (mm), Final Z pos (mm)
15.295710347037,16.718549812119
15.191274657574,16.334098298146
14.795504030245,15.691191628639
15.848018441693,15.613827214716
15.127950019953,15.580173724526
15.89427115367,15.353586642776
15.001672763463,16.887368660845
15.789389729334,16.690149980758
14.728801523063,15.920576365949
14.36640079367,16.075942577735
15.950213332547,15.42525705571
15.809224005306,16.609012593556
14.773235344233,15.61845978943
15.124031575603,16.103716545294
15.542473922442,16.081183876102
15.904443755736,16.572787683779
15.882578794321,16.541254456794
15.88764215582,16.092075248855
15.241200035138,16.775755291147
16.072049798089,15.839852822463
