Generated from SteeringPlates.iob -- V1 = -20V V3 = -15V
Final Y pos (mm), Final Z pos (mm)
13.379064400567,2.1846090572351
13.180323202292,2.4939877424934
12.697978577693,3.5029948144826
12.581819303756,3.9085735447376
12.656098887018,4.3364690267693
12.468213228299,3.0472977242198
12.746556356708,3.5477952322762
12.505276575555,3.643956343652
13.343048861922,3.2812691316848
13.01955279004,2.3389546985432
13.512583706125,2.6224416452882
12.773107063506,4.2056625569371
12.370045481747,4.1519560964602
12.954678106369,2.9455125458837
13.525854030878,2.590817371983
13.11986035394,2.3537429918891
12.799805271842,2.7933962257354
12.74552192853,3.507757019449
13.242395360512,2.7645040086404
12.671499178212,4.0947308578185
