Generated from SteeringPlates.iob -- V1 = 0V V3 = -15V
Final Y pos (mm), Final Z pos (mm)
13.299007557488,20.627718305942
13.517403640158,19.594660550592
14.293052013143,20.318888534337
13.521758700564,19.745171576091
12.211357518641,19.744896075174
12.230868083077,20.251638285744
13.902911684022,19.596415108013
13.644287503483,20.31400005281
13.535135508963,19.828467607949
12.769111958009,20.058991091776
12.986414495316,20.237813032055
13.257293132007,20.618488448912
13.833676977798,20.211582211817
14.17537319701,20.108694394277
13.404069089348,20.584541275103
11.955416212715,20.002079747469
14.290997496548,20.212099765403
13.190438208086,19.960467577996
12.648368376276,19.639261404553
12.087688942905,20.072695606593
