Generated from SteeringPlates.iob -- V1 = 10V V3 = 0V
Final Y pos (mm), Final Z pos (mm)
19.787821576712,27.919016020236
20.145482137113,27.208246495607
20.1633625636,27.130688143711
20.39046210024,27.439392362844
20.066278782562,28.017542810608
19.478239623428,28.295239800094
20.848379482888,27.707479813249
19.570894932961,27.927277593823
20.737302354926,28.063755814216
20.231047973264,27.69411702632
19.941343720791,28.284436225565
20.774820674004,27.647518419321
20.692956743034,27.08656949389
19.394238621518,28.115502394809
19.653937513484,27.032686425011
19.326461268549,28.197272622947
19.401721546585,27.015605030461
19.702411435433,28.165355132586
20.219878173887,27.576155980676
20.456776619067,28.312434876755
