Generated from SteeringPlates.iob -- V1 = 0V V3 = -10V
Final Y pos (mm), Final Z pos (mm)
15.286027869373,19.654377036348
15.860713088364,20.561445292663
15.01630666443,19.545431928392
15.552440833284,19.368565718268
15.449077175229,19.493344171352
15.691037500125,20.351403273274
16.145462960294,19.597725644406
15.540123294816,20.676838063823
14.700280805974,19.421189942274
14.749162284482,19.865880549896
15.170545851393,19.36021326636
15.544792737986,19.956425349827
14.969383964904,19.364329748758
14.959906119675,19.355913437717
15.726753416068,19.772609145051
15.186333623655,19.609603647138
15.204996435551,19.702216746488
15.383018509687,20.50978837414
14.961253860214,20.30277996813
15.601864701588,19.988972958413
