Generated from IonStartSweep.iob -- KE = 15eV ConeAngle = 50deg
X-pos(mm),Y-pos(mm),Z-pos(mm)
120.57253445065,15.237803884089,19.662412434488
120.98252700552,17.116627574703,10.810397836901
120.09516877293,10.51025979955,13.655018140073
120.01238702568,19.469270615111,16.447147156023
120.88562764219,17.780817115536,11.281346177345
120.86403124723,18.548428584525,18.021218558552
120.57121091839,19.666079873972,14.799693624037
120.88755331805,17.823130105064,11.319530089093
120.34132022811,15.620050600629,10.375069318125
120.54276418841,19.643184711917,15.41855613711
