Generated from IonStartSweep.iob -- KE = 15eV ConeAngle = 40deg
X-pos(mm),Y-pos(mm),Z-pos(mm)
120.55815086374,10.748914590078,12.630665875216
120.66761412946,16.542742064188,10.408673245768
120.63782289818,11.08352442628,12.084570608571
120.59639749751,19.351897181559,17.146133651427
120.94265767556,15.331303481823,10.113505755204
120.85683844215,14.477996839738,10.129789343049
120.85228612937,16.376422048126,19.647854417091
120.55682980734,11.505276922227,11.630867479357
120.57195875276,11.640301801364,18.505965899981
120.69745832713,18.132239595495,18.758273338225
