Generated from IonStartSweep.iob -- KE = 05eV ConeAngle = 30deg
X-pos(mm),Y-pos(mm),Z-pos(mm)
120.60391796738,15.798799768247,17.694293708166
120.39396433283,14.569579505401,12.220874240408
120.08365164817,17.617502952219,13.983931720442
120.390948155,15.28819237832,17.798398719277
120.71248270752,15.830083936071,17.68452815954
120.39084026806,14.717228442286,17.799000788894
120.42444866663,16.811808642504,17.138760322964
120.48075649647,17.386795983446,13.529920038845
120.93509342048,16.414544625517,17.420511021688
120.3974241492,17.539730719407,13.80669458387
