Generated from IonStartSweep.iob -- KE = 05eV ConeAngle = 20deg
X-pos(mm),Y-pos(mm),Z-pos(mm)
120.77778963163,16.84282976937,14.311168538088
120.77683324633,16.859255950648,15.641136567517
120.7705388339,15.155661461691,13.040016435019
120.77571966175,16.875222578366,15.591418773744
120.79293847388,16.123949950511,13.379907319994
120.77271811224,14.658547726099,16.935262562425
120.7821042647,13.601214791962,13.613927011324
120.78141135072,15.807738331407,13.204168586028
120.79205030539,13.329242306627,13.952183355685
120.78159226776,13.203843572295,14.192572214447
