Generated from IonStartSweep.iob -- KE = 00eV ConeAngle = 50deg
X-pos(mm),Y-pos(mm),Z-pos(mm)
120.71152620451,14.999888689821,15.000000000004
120.71152620451,14.999888689821,15.000000000004
120.71152620451,14.999888689821,15.000000000004
120.71152620451,14.999888689821,15.000000000004
120.71152620451,14.999888689821,15.000000000004
120.71152620451,14.999888689821,15.000000000004
120.71152620451,14.999888689821,15.000000000004
120.71152620451,14.999888689821,15.000000000004
120.71152620451,14.999888689821,15.000000000004
120.71152620451,14.999888689821,15.000000000004
