Generated from IonStartSweep.iob -- KE = 20eV ConeAngle = 00deg
X-pos(mm),Y-pos(mm),Z-pos(mm)
120.6090668381,14.999892062735,15.000000000004
120.6090668381,14.999892062735,15.000000000004
120.6090668381,14.999892062735,15.000000000004
120.6090668381,14.999892062735,15.000000000004
120.6090668381,14.999892062735,15.000000000004
120.6090668381,14.999892062735,15.000000000004
120.6090668381,14.999892062735,15.000000000004
120.6090668381,14.999892062735,15.000000000004
120.6090668381,14.999892062735,15.000000000004
120.6090668381,14.999892062735,15.000000000004
