Generated from IonStartSweep.iob -- KE = 10eV ConeAngle = 00deg
Final-Y-pos(mm), Final-Z-pos(mm)
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
14.999162219348,15.000000000013
