Generated from IonStartSweep.iob -- KE = 05eV ConeAngle = 10deg
X-pos(mm),Y-pos(mm),Z-pos(mm)
120.71956959488,13.992245803007,14.887291690337
120.71281112193,16.014427439293,15.000584840991
120.72270072972,14.046650518584,15.343897358121
120.72248280228,15.397301892123,14.067832464512
120.72167347685,15.973022144481,14.71695998292
120.72127774945,15.242225473974,15.984156754796
120.70772727491,14.314569447826,14.253215607194
120.71291355555,14.22357332836,14.348472198395
120.72037951935,16.001657016005,15.155289182416
120.71998627258,16.003769635835,15.141412524619
