Generated from IonStartSweep.iob -- KE = 25eV ConeAngle = 30deg
X-pos(mm),Y-pos(mm),Z-pos(mm)
120.15347512155,15.796044831891,10.140414229456
120.95755724038,11.607468008205,18.526884767013
120.06666849056,10.753016512238,17.518950967262
120.01804912468,18.904836876656,18.030422759547
120.00599442265,18.061481808454,18.881374027743
120.30499972854,10.098149474868,15.511688295402
120.17428183884,15.682442875124,19.878599659254
120.9674508525,16.916262556607,10.495868311032
120.35268481032,15.175759909238,10.061369223923
120.10313405181,18.318193888746,11.355137902258
