Generated from IonStartSweep.iob -- KE = 45eV ConeAngle = 20deg
X-pos(mm),Y-pos(mm),Z-pos(mm)
120.64593102101,15.392766031706,10.240076397578
120.27698083251,11.090485616738,17.769607805478
120.2286118785,11.16955595274,17.886838640312
120.50978710261,15.583483269832,10.254373293241
120.42801756956,16.386663290113,10.384433724589
120.40669351505,18.032748613889,18.736830578864
120.65071747377,15.216400148119,10.228045605873
120.38142158982,12.70858023666,10.757193911222
120.64630704359,19.770902689047,15.231621979216
120.47947472527,17.196792074229,19.299991267468
