Generated from IonStartSweep.iob -- KE = 35eV ConeAngle = 40deg
Final-Y-pos(mm), Final-Z-pos(mm)
18.52027361771,19.191903637649
14.278362513519,14.650369702023
13.837047821281,15.758526912103
17.457703542171,18.066513765845
17.772169741604,17.826257923647
16.47743057822,23.239028879909
19.703416938062,18.390383846974
14.03423806943,22.69052076675
13.683705060516,14.094922111782
15.595915443535,14.005013375242
16.912582854134,13.027902355236
14.552960450293,15.83235052844
16.771640927899,10.574696388915
13.084674636755,13.232017259247
19.949455473203,18.682946508496
9.3097262388772,12.419326871441
14.076502682499,14.471011381574
9.3097262388582,17.580673128588
14.413256704413,14.016803906304
14.306210504629,16.093282333901
12.391219673962,20.667159773133
13.635558670813,10.109423612206
9.6933325398767,10.542107175724
14.249485073,8.8488934435843
9.3295888763076,12.397066584772
14.245284798765,8.3694334131442
14.110550671488,14.503029486452
9.7999492353094,11.240670553037
9.9735139262129,18.650819432718
7.2144642433865,16.004481413144
11.42591692747,20.830830501807
22.346446400278,14.13315366497
9.062545674735,11.893272779134
9.3750431200457,12.247507254272
6.828133907423,16.979612308479
15.990940054488,15.593837616991
19.374050585432,12.117294812143
12.096696924579,8.2223386673323
9.8886961035656,17.995852559426
7.0233141741252,13.840028838755
13.678441570929,14.090052946096
12.759648770771,17.111693316341
23.010538731951,12.835947843061
10.910055918816,10.423728399452
13.545410220165,19.793099448281
14.198755064286,16.205814334958
16.861688908761,16.637340881127
16.238037967444,14.167913663077
18.614929295733,20.817691769813
12.181186794732,10.905518563042
10.330804310697,20.062668587287
12.22576646066,20.609574894373
20.411083257407,18.009084734222
17.202650017327,17.458823948568
14.205711594002,14.588532560298
14.70412610833,14.911192746657
14.761802279716,14.853687054846
6.7403130347168,13.165379339712
13.609171338901,16.760635218755
12.977094115911,11.527629086432
15.979721055093,13.599348536576
16.819849748835,18.190274749626
23.047011029404,17.130510283598
7.340475310047,17.349946207133
13.842151428152,16.596306004304
18.749220839387,9.8078527047953
13.780587244733,15.8126030807
9.1364235052927,11.540661566372
18.669327230382,9.9168057504289
11.507413819728,19.359627123808
15.849833874398,16.258369880175
6.9626450117791,12.860050574135
12.047441275632,12.289432687864
15.828694963437,22.150914191961
15.769900347976,13.825034896801
11.100634715562,19.753688302153
7.6756925723358,17.642251009868
16.72395224174,11.782733256083
13.117204378247,6.762137223799
12.589260854009,7.4590485339449
10.962935910932,10.374133445282
10.602399425134,10.694108638159
17.524116012784,12.768509678248
14.264856842367,21.26495572955
17.17434028277,22.998952178255
16.549368568564,13.171841017191
8.6344871344457,17.953598529802
14.70412610833,14.911192746657
11.138361285565,12.819664661253
12.100275372325,21.799116749529
14.980493379386,14.637835337725
15.895908365717,22.474826489886
16.716640955218,6.7043442625455
16.636769027922,13.799732753857
11.538662155504,13.044403853156
16.085199983802,15.686217812789
6.919615645743,13.734224402978
14.671069401529,15.700180928413
14.175819341639,15.438190413431
16.785676718048,13.078150277597
17.885253689304,19.391744346926
9.396264931892,18.004374889169
19.561877508307,12.083170965603
16.558697756614,11.622530006542
11.587964157731,13.293218818841
17.389598184026,22.571925130332
22.005254342502,17.851343961149
18.465742207788,16.98737149335
17.166189185992,17.373043897249
15.924376747505,22.57356689072
13.239034427037,16.388512612843
12.964708805441,18.47438869458
12.756728850158,18.031956809465
12.92014610608,10.99610346896
20.077781297262,12.006573742325
15.733171967979,8.6348552402035
15.777090399083,8.1817473440042
16.515737844977,19.723412287644
12.037828937454,21.275328523952
13.723814246671,23.084939258915
19.190020580308,13.051199836
20.126909552889,18.69216622937
16.201117306985,6.9846347734852
20.254097223317,16.04132952819
20.241664580447,16.051003298281
20.940688492031,17.986149109235
15.023149904876,15.351755366927
16.008617308007,7.2062947507304
9.6227239905796,11.991507256243
11.040154494673,9.7692392221378
18.655086676431,20.038735246358
11.475275352168,12.3595052298
14.264202082931,8.7644068185855
15.841900849714,20.566374947558
15.738908682244,21.46460400942
12.001630000613,20.132290710023
14.134848579111,15.474860437918
18.132146386482,12.37913088114
16.611511075229,16.173051474359
17.076718100912,11.518410687456
17.418622924146,17.962966170742
16.430181671203,16.00711953393
9.8016174197089,18.756963065897
22.94548019026,13.872706679763
11.627978684113,13.464549092133
14.19332171998,7.9917435519572
18.250912624135,18.580822768423
17.889483686101,8.1562828422609
12.431078884064,18.22659726472
15.79337871516,8.0672546948445
7.2534045289505,17.30944232915
9.8389388234388,10.406559421851
14.139461658508,13.732271777638
13.63652090585,11.678904235464
11.135216130425,9.7647515623845
14.108515813873,16.300111320253
9.1475281768122,15.754761250145
15.501036987283,15.123910138496
6.7926476722815,13.069918621251
14.213831126864,14.595796368924
14.949145897964,15.331281738801
12.615086043681,12.113286172166
13.449960752437,6.7312998574298
16.590309321335,13.155702601615
10.669783843594,19.375336173725
9.3123522500294,17.583133201814
16.324621764495,19.93255343469
9.9903378455954,18.651302382783
8.9136188537951,14.248214971269
14.655540875968,14.965596451942
17.647517253023,7.6817551323806
19.851070958929,18.326741436109
20.206344420542,11.227447927688
17.368036475577,7.381825454482
21.368261683587,17.953680555305
11.49332607516,17.237707925336
11.740847728085,18.58063369865
15.694581581192,14.676708898378
11.990475599782,20.418460834127
12.256199457349,11.182739007049
9.6493941978341,11.99177851441
13.378088014842,13.817833185806
16.481613987702,13.947611186753
