Generated from IonStartSweep.iob -- KE = 45eV ConeAngle = 30deg
X-pos(mm),Y-pos(mm),Z-pos(mm)
120.0829326852,11.069593583982,17.437951602334
120.62798614841,16.308028451866,19.868330379382
120.59870788468,13.616802921246,10.175029399844
120.00392206012,18.598617094171,12.136466951537
120.9013779761,15.009495813383,10.602332470749
120.63129968853,19.915619747422,13.817370491885
120.63206121332,14.37345130319,19.650805700537
120.05556337718,17.264880488627,19.028125980217
120.04952841013,10.839971544339,12.950314196484
120.1820335334,18.44352780632,11.89678744356
