Generated from IonStartSweep.iob -- KE = 40eV ConeAngle = 20deg
X-pos(mm),Y-pos(mm),Z-pos(mm)
120.33465460242,17.490775683614,18.923803637648
120.41535772466,10.324988259732,15.060630054604
120.2565758879,10.6421933566,13.313622969848
120.40432791078,19.667952478435,14.815960871734
120.22590362722,17.090806921523,10.837112130496
120.49132971788,10.428953277632,16.030551396733
120.44481797651,19.544771122077,16.127542719872
120.33969401922,12.452057555118,11.11268925519
120.48190133692,16.003378525102,10.424050801699
120.26931077846,19.055208383199,12.731453552442
