Generated from IonStartSweep.iob -- KE = 20eV ConeAngle = 20deg
X-pos(mm),Y-pos(mm),Z-pos(mm)
120.42083151296,12.377077349174,17.523019595199
120.78184232122,11.915688228966,13.092678838568
120.70792625798,17.689868364906,12.546803502562
120.08486818589,15.768433276076,11.446711008471
120.50350895162,11.603253548773,13.70194765114
120.42294864909,16.167669219524,11.554511696348
120.59333153819,17.230223883679,12.125494558262
120.58894285079,12.23777943161,17.372169301296
120.09059027417,18.258799087209,16.612963476916
120.82596921305,12.200135909581,12.673173317467
