Generated from IonStartSweep.iob -- KE = 40eV ConeAngle = 30deg
X-pos(mm),Y-pos(mm),Z-pos(mm)
120.8996567362,19.306706000747,17.162614860238
120.9401964657,18.461327661743,18.390961886869
120.9020933342,12.358490946626,19.058770126284
120.91054178955,11.688284558365,18.50910340338
120.00566211705,10.762433066968,17.494685765769
120.79696329337,17.814303879713,11.112018552971
120.33556503259,10.089817912763,14.292675802511
120.63096540207,19.894340762213,15.277528915372
120.00315356665,16.888541091001,19.446777650748
120.14290024828,16.275857046932,10.328009996398
