Generated from IonStartSweep.iob -- KE = 35eV ConeAngle = 30deg
X-pos(mm),Y-pos(mm),Z-pos(mm)
120.80005820187,13.489026144951,10.311135314884
120.75746255632,10.316491948417,16.584227426606
120.75986990445,16.715557044202,10.346968826585
120.39778315327,10.144656036432,14.711304236
120.81811285609,17.823055650214,10.950331907696
120.80722740443,12.980452076183,10.444604575986
120.90177711579,10.601831932749,12.606327575642
120.14531601969,13.854447075517,19.77652981634
120.73969367569,10.780751956442,12.389928024615
120.74816345579,18.920949581351,17.962815055994
