Generated from IonStartSweep.iob -- KE = 05eV ConeAngle = 40deg
X-pos(mm),Y-pos(mm),Z-pos(mm)
120.80061816683,16.270048514797,11.736736649435
120.04383735566,18.090578976778,13.368889294319
120.58191781848,18.393939176169,15.833710404669
120.80907788947,13.660249102447,11.76682515783
120.72851973532,17.049843823483,17.837153619101
120.63545006587,17.028603399991,12.1489396233
120.60301799203,18.374468073952,15.914504625017
120.6344580313,11.640692799784,15.973943224178
120.46323196968,16.986207809714,17.879301703155
120.90355827972,18.492431531231,14.806041774003
