Generated from IonStartSweep.iob -- KE = 15eV ConeAngle = 30deg
X-pos(mm),Y-pos(mm),Z-pos(mm)
120.57279836923,13.749867167469,10.853021544405
120.42968552631,17.069921605172,18.817554121014
120.56352078327,13.841041238318,10.822712417337
120.44264087414,17.09054697977,11.192669229792
120.39212626958,17.993734169194,18.148898082559
120.40398536347,18.00139835368,18.143030247845
120.68482562625,15.197366279228,19.34895581089
120.52626784536,12.676799018393,11.322318632669
120.46315457585,12.86734128174,18.785932052923
120.48469195508,11.013373573713,16.671146986819
