Generated from IonStartSweep.iob -- KE = 10eV ConeAngle = 10deg
X-pos(mm),Y-pos(mm),Z-pos(mm)
120.70904212512,14.34192152135,16.253759405719
120.70170252859,13.615325779993,14.699580807956
120.69230408822,16.417678725353,15.045176025352
120.69580647488,13.587930587499,14.871047869099
120.7042720947,16.056931725875,15.940415131986
120.69756066116,14.822605633812,13.593691211846
120.70201140724,14.687337066788,13.61823168593
120.70151856018,13.61404015166,14.705434096727
120.69286999433,13.582461700849,15.053471706618
120.70912626732,14.242834226404,13.803804804343
