Generated from IonStartSweep.iob -- KE = 35eV ConeAngle = 20deg
Final-Y-pos(mm), Final-Z-pos(mm)
17.164657250734,18.718839942606
13.06270927199,18.825086999266
19.199213804188,15.968905642395
15.305188070164,19.311571885845
11.239381804163,17.087741300074
11.695821323296,12.24982524218
19.152512368874,16.116780819019
11.930018356124,11.953631863133
18.835528932094,16.903896304161
17.233943685407,18.681760731205
19.334361004286,14.991639869615
11.133579131056,16.831886451394
19.182844864275,16.035333840864
17.49829019073,11.465480902086
19.297641050957,15.433857369538
14.284429898884,10.744966914125
10.80908564656,16.013605036592
13.010689637586,11.194103473887
15.829856492782,19.230068729963
17.199993872334,18.699838541609
14.293355127536,10.743141549681
18.847966252558,13.130968491259
19.180687609062,13.958117494497
10.790330956754,14.077314050797
10.774538379738,15.854145518363
16.202022986057,19.121482849699
11.799384592626,17.868788187231
17.312673837107,18.639197089774
19.20443289938,14.060564765878
10.934887688608,16.349478381037
18.222791481431,12.1622001339
12.109732327026,11.815625623019
11.126431367969,13.18610553909
13.75404559496,10.894667701286
10.72208558283,14.401152120914
14.666914650384,10.691017604891
11.093322169578,13.268262174317
13.458925595983,11.0093997715
17.962586759054,11.871186139642
19.31308607374,14.72036735129
16.745931310433,18.899805465076
18.707293493041,12.814406765477
11.802866129357,17.873490930568
13.356290611169,11.054796508824
19.031531102629,16.433275609994
11.684861688166,17.739468308694
15.559162955379,10.71702389267
18.452944238787,12.399303757833
18.413986825675,12.358649690182
14.173797701363,10.768757758765
11.038954333211,16.609237800312
14.877039545893,19.327188303791
14.066896014947,10.793208333672
11.88087540652,12.022424946179
10.718863978249,14.422384223802
19.293438574952,15.469713273621
13.731362660413,19.095963612433
11.336805267304,12.728928384438
10.698232065425,14.590723541862
15.014010824933,19.335295195978
14.762768782874,19.317860041412
17.133119838542,11.264510258931
18.702938202893,17.193694658084
11.031834894922,13.406779555098
10.773986870272,15.851700038324
17.141896672324,18.730868576825
19.170519387856,16.070474764158
13.856271745602,19.143238937448
18.587599199857,17.414033446408
19.289389877297,14.496596732084
19.290101661885,15.497590264011
11.25171037276,12.888584439417
18.875690667203,16.804501501873
19.277172611115,14.406503358721
18.853842032295,13.14440179091
16.998785434921,18.801337572678
15.01568208627,19.335149896245
16.466972301624,10.980481361577
12.659342390417,11.374447587792
11.291292764583,17.185984624779
18.942611487416,16.646756429998
14.745261447929,19.316310780064
18.679724039225,17.23723409469
12.736320418118,18.666664349926
18.4988828737,12.453443556555
15.963791275028,19.200884439817
19.018886654744,13.532993656474
15.971169106844,19.199574286021
18.915613971081,16.706815785704
18.715597426579,12.829870001289
10.800043800916,14.02659093759
10.680245733441,14.777478484565
10.777311414537,14.133624409945
16.765285338073,11.108051790355
17.729267653931,11.67618257512
12.149522033717,11.785655672197
13.226730762,18.889376152962
11.556914588924,12.387073111968
17.080597175506,18.763021754798
11.333725619588,17.265327949329
14.410499558646,10.721198025222
11.024399760008,13.423603478783
10.684617437839,15.271725598691
12.110398809817,11.815120969727
14.102836513284,19.215137978894
18.94139028843,13.350484795784
17.920027999643,18.160839656315
12.481236126383,11.478585427515
11.186207649809,13.029916428825
10.675644555899,15.167459767724
14.317672123374,10.738269922082
11.649570950343,17.70524995275
17.951575827551,11.86276986157
16.908522129566,11.165533583647
16.846473465188,11.14141102934
13.408100739468,11.031567454543
13.733794356645,10.903109636431
13.145273519964,11.144551073664
11.116278960862,13.211674818507
12.009473307042,18.109917591407
14.21614407306,19.240594635427
18.669875444891,12.744481906308
10.712536406204,14.469491260351
19.222339935164,14.138926974782
18.944438650931,13.357383065794
16.487630082194,19.0116709502
18.758823104291,17.088086620091
10.692606914154,15.355096353656
10.734629085707,15.666439678755
16.70875491027,18.915254142301
12.406253866547,11.539429029315
17.822716167423,18.234850046841
11.437580306782,12.539317713979
13.995599001842,19.192891341915
19.052445715667,13.621882070703
11.419517828234,17.4303831663
13.965249101017,19.18420272843
12.705144242932,11.350146080815
12.270578476029,11.674660620185
11.215277853984,17.038937014015
11.708556301034,17.762729508809
12.271760516791,11.673444898292
12.959028895172,11.21669193461
19.250652481367,14.268332601429
17.900398569265,18.175559844814
15.722453881446,19.25331202555
10.888391028825,16.232303840681
18.193783121861,17.875828995182
19.138772206487,13.84769163526
15.524146206909,10.71245039203
11.863319954223,17.95424497514
15.5297316869,10.713184601595
12.371216621444,18.427687233383
11.291686548806,12.813276904638
13.487133007399,10.997640469548
16.530087571211,18.994593869056
19.200922002414,15.959073060235
10.820100989914,13.951170253943
14.21614407306,19.240594635427
15.777736959248,10.758415566681
16.119051694167,19.152206852884
12.17790277977,18.236694275826
12.119819940632,18.191857653259
19.198025025951,15.975462187348
15.435195089979,19.29832568096
16.604535517022,11.037916028036
13.989853007132,10.808570047972
16.536095682846,18.992042895506
10.916723263621,16.302681919543
13.828100324914,19.132739545767
14.628582016343,19.305146313949
13.349400427391,18.942139931382
10.936463614092,16.353509631353
16.115815723436,19.153484662785
17.636237031086,11.581193810178
12.794304213127,18.697673985926
11.103883558817,13.242369134223
10.954800509205,13.598909408378
19.159554041485,13.901056812107
19.113775874683,13.777740128117
18.521296744894,12.482772166194
19.287843707132,15.515663185522
19.250483749531,15.732479855826
14.094671191111,10.786747805974
11.707949910193,12.237879760327
15.728951539601,19.25195800872
10.993832933572,16.504184724143
14.24623995559,19.247061884381
16.065410822452,10.827012449554
16.218915202685,19.11557862706
12.250990382443,11.694787552504
16.279555353161,19.091186837264
13.366602093378,11.050217042629
18.039159353231,11.925654964743
11.909678962778,18.019746340657
15.921248834731,19.209174414387
11.264342368632,12.864709413362
10.962311727264,13.578956892242
15.180966232267,10.67740779195
13.126492490716,18.847371450079
