Generated from IonStartSweep.iob -- KE = 50eV ConeAngle = 10deg
X-pos(mm),Y-pos(mm),Z-pos(mm)
120.08898804686,12.522779163809,13.367748747405
120.08694896448,13.675512617101,17.656590089599
120.07592152843,16.922107086858,12.743195847126
120.09048396511,13.856997544872,17.745990462275
120.08933625436,12.07433122294,15.521095684632
120.08388931193,16.400867061458,12.384701693285
120.08857345446,13.304386738759,12.56452256448
120.09067734697,16.135672760493,12.250979865737
120.08823604218,17.937616508382,14.554111994374
120.08728601451,12.339064908546,16.316286139941
